timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,vel_x,vel_y,vel_z,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,grav_x,grav_y,grav_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,P_d0,P_d1,P_d2,P_d3,P_d4,P_d5,P_d6,P_d7,P_d8,P_d9,P_d10,P_d11,P_d12,P_d13,P_d14,P_d15,P_d16,P_d17,P_d18,P_d19,P_d20,P_d21,P_d22,effct_feat_num,feats_down_size,res_mean,icp_time,kdtree_size,global_match,wall_time,kdtree_incre_time,rebuild_active,rebuild_queue,safe_blocked,time_imu,time_ds,time_ekf,time_map,time_pub,buf_lidar,buf_imu
342.395659,-0.351748,-0.354191,0.742030,0.126883,-0.064897,-0.704827,-0.001626,-0.033221,-0.024438,0.017606,-0.000974,-0.018592,-0.208700,-0.296067,-0.011063,1.456244,0.134889,-9.699363,-0.000318,0.000657,-0.002800,0.000189,-0.000023,0.000143,0.0000216264,0.0000220222,0.0000227571,0.0000054060,0.0000054306,0.0000081338,0.0000053172,0.0000052551,0.0000080425,0.0000095751,0.0000097363,0.0000098465,0.0008543914,0.0008914122,0.0008603100,0.0002817747,0.0002818297,0.0002821149,0.0008459476,0.0008477781,0.0003222907,0.0000013816,0.0000013788,167,780,0.03600012,0.009383,38270.000000,0,1185.862694,0.001487,0,0,0,0.0000,0.0001,0.0094,0.0015,0.0003,-0.0010,3,-1763351502
342.495215,-0.344587,-0.349083,0.741177,0.127876,-0.063104,-0.703383,0.048349,0.004502,0.008165,0.017638,-0.001004,-0.018619,-0.208178,-0.299634,-0.011680,1.456512,0.135076,-9.699320,0.007161,0.005108,-0.000854,0.000329,0.002076,0.001299,0.0000323146,0.0000324167,0.0000309442,0.0000055025,0.0000057827,0.0000082182,0.0000053171,0.0000052551,0.0000080424,0.0000095751,0.0000097363,0.0000098465,0.0025857440,0.0026091310,0.0025421616,0.0002833615,0.0002834159,0.0002836991,0.0008461378,0.0008477971,0.0003219699,0.0000013813,0.0000013786,161,779,0.04585431,0.010069,38276.000000,0,1185.913943,0.001518,0,0,0,0.0006,0.0007,0.0101,0.0016,0.0004,-0.0010,1,-1959278625
342.597250,-0.347672,-0.348146,0.734768,0.127883,-0.064544,-0.702356,0.000854,-0.005693,-0.034257,0.017646,-0.000986,-0.018655,-0.207022,-0.298611,-0.010488,1.456374,0.135135,-9.699340,-0.003086,0.000936,-0.006409,0.000509,-0.001248,0.001101,0.0000319964,0.0000331466,0.0000306119,0.0000054954,0.0000056114,0.0000082454,0.0000053171,0.0000052551,0.0000080424,0.0000095751,0.0000097363,0.0000098465,0.0020190442,0.0020847956,0.0019769539,0.0002830150,0.0002830698,0.0002833506,0.0008452897,0.0008473046,0.0003211652,0.0000013812,0.0000013785,158,791,0.04367032,0.012808,38265.000000,0,1186.167752,0.001543,0,0,0,0.0013,0.0016,0.0128,0.0016,0.0003,-0.0010,1,426121153
342.697071,-0.351610,-0.349498,0.735202,0.127680,-0.064817,-0.702421,-0.020758,-0.014348,-0.034038,0.017665,-0.000979,-0.018653,-0.206659,-0.298003,-0.010653,1.456311,0.135140,-9.699349,-0.003937,-0.001352,0.000435,-0.000096,-0.000323,-0.000042,0.0000232079,0.0000231922,0.0000216913,0.0000054049,0.0000054350,0.0000081519,0.0000053171,0.0000052550,0.0000080423,0.0000095751,0.0000097363,0.0000098465,0.0017793706,0.0018095196,0.0017225089,0.0002830147,0.0002830695,0.0002833504,0.0008449633,0.0008470703,0.0003208499,0.0000013812,0.0000013784,167,791,0.03811737,0.012137,38259.000000,0,1186.215666,0.002813,0,0,0,0.0000,0.0002,0.0121,0.0029,0.0004,-0.0010,1,-420705274
342.797027,-0.350334,-0.349933,0.723249,0.127195,-0.063907,-0.705310,-0.026874,-0.010333,-0.067432,0.017665,-0.001000,-0.018609,-0.206897,-0.298489,-0.010034,1.456354,0.135143,-9.699343,0.001276,-0.000435,-0.011953,-0.000800,0.000474,-0.002906,0.0000343406,0.0000367852,0.0000358853,0.0000054754,0.0000057953,0.0000082110,0.0000053171,0.0000052550,0.0000080423,0.0000095751,0.0000097363,0.0000098465,0.0042498812,0.0043028113,0.0042730648,0.0002860066,0.0002860613,0.0002863409,0.0008478262,0.0008500605,0.0003237341,0.0000013811,0.0000013784,154,805,0.04594374,0.011917,38260.000000,0,1186.266311,0.002104,0,0,0,0.0009,0.0011,0.0119,0.0022,0.0005,-0.0010,3,-710114465
342.896161,-0.350140,-0.362083,0.740309,0.126205,-0.066612,-0.704038,-0.001534,-0.081214,0.086431,0.017643,-0.000937,-0.018653,-0.208114,-0.298259,-0.012846,1.456406,0.135017,-9.699337,0.000195,-0.012150,0.017060,0.000028,-0.002725,0.001457,0.0000320239,0.0000342573,0.0000351182,0.0000054842,0.0000056954,0.0000082374,0.0000053171,0.0000052550,0.0000080423,0.0000095751,0.0000097362,0.0000098465,0.0027409876,0.0028899627,0.0028519525,0.0002860349,0.0002860895,0.0002863672,0.0008479234,0.0008501576,0.0003238011,0.0000013811,0.0000013783,157,827,0.04653876,0.010430,38258.000000,0,1186.314451,0.001566,0,0,0,0.0006,0.0008,0.0104,0.0016,0.0003,-0.0009,2,315876750
342.997106,-0.346432,-0.361403,0.746818,0.127532,-0.063607,-0.704794,0.011567,-0.033615,0.064829,0.017633,-0.001052,-0.018614,-0.207831,-0.299287,-0.012533,1.456473,0.135084,-9.699326,0.003708,0.000680,0.006509,0.000188,0.003148,-0.000974,0.0000306426,0.0000321887,0.0000333861,0.0000055232,0.0000057188,0.0000082361,0.0000053171,0.0000052550,0.0000080423,0.0000095750,0.0000097362,0.0000098465,0.0019563914,0.0020368565,0.0020193154,0.0002858173,0.0002858716,0.0002861472,0.0008480101,0.0008502738,0.0003238606,0.0000013810,0.0000013782,163,785,0.04340741,0.013627,38261.000000,0,1186.468065,0.001995,0,0,0,0.0011,0.0013,0.0136,0.0020,0.0003,-0.0011,3,138155254
343.096962,-0.346761,-0.359715,0.747445,0.127330,-0.063558,-0.705088,0.010460,-0.024702,0.068138,0.017641,-0.001049,-0.018603,-0.207639,-0.299291,-0.012586,1.456470,0.135086,-9.699326,-0.000329,0.001688,0.000627,-0.000206,-0.000043,-0.000287,0.0000221971,0.0000229169,0.0000241616,0.0000054333,0.0000055118,0.0000081467,0.0000053168,0.0000052550,0.0000080416,0.0000095750,0.0000097362,0.0000098465,0.0017163372,0.0017798336,0.0017684897,0.0002858172,0.0002858713,0.0002861471,0.0008478954,0.0008501586,0.0003237460,0.0000013810,0.0000013782,150,785,0.03797131,0.011478,38282.000000,0,1186.514877,0.002355,0,0,0,0.0000,0.0002,0.0115,0.0024,0.0003,-0.0010,4,-672530455
343.194981,-0.349218,-0.360039,0.746242,0.127288,-0.063112,-0.702770,-0.006114,-0.021706,0.005188,0.017671,-0.001048,-0.018704,-0.206516,-0.298965,-0.010744,1.456387,0.135173,-9.699337,-0.002457,-0.000324,-0.001203,-0.000153,0.000553,0.002289,0.0000340463,0.0000359046,0.0000317533,0.0000054784,0.0000056604,0.0000082350,0.0000053168,0.0000052549,0.0000080416,0.0000095750,0.0000097362,0.0000098465,0.0014140794,0.0014704887,0.0012453403,0.0002848037,0.0002848572,0.0002851285,0.0008477120,0.0008497982,0.0003233935,0.0000013809,0.0000013781,167,793,0.05018420,0.009729,38282.000000,0,1186.563592,0.001858,0,0,0,0.0005,0.0007,0.0097,0.0019,0.0004,-0.0010,2,1745992717
343.295108,-0.346407,-0.354791,0.741770,0.126232,-0.065551,-0.704766,0.002307,0.005024,-0.015429,0.017608,-0.000882,-0.018563,-0.206096,-0.300213,-0.009721,1.456459,0.135262,-9.699325,0.002811,0.005247,-0.004473,-0.000178,-0.002727,-0.001812,0.0000295803,0.0000308967,0.0000286703,0.0000054808,0.0000055519,0.0000082744,0.0000053168,0.0000052549,0.0000080416,0.0000095750,0.0000097362,0.0000098465,0.0010549397,0.0010946489,0.0009887071,0.0002830100,0.0002830648,0.0002833326,0.0008469669,0.0008490432,0.0003226307,0.0000013808,0.0000013780,168,796,0.04558574,0.012997,38290.000000,0,1186.667335,0.001679,0,0,0,0.0009,0.0011,0.0130,0.0018,0.0003,-0.0009,2,1141143772
343.396942,-0.336146,-0.355019,0.739306,0.128105,-0.064389,-0.702288,0.037361,0.000233,-0.019720,0.017401,-0.001065,-0.018801,-0.207754,-0.301742,-0.009637,1.456642,0.135192,-9.699299,0.010261,-0.000227,-0.002464,0.001369,0.001863,0.002323,0.0000292802,0.0000299488,0.0000296786,0.0000055066,0.0000057396,0.0000082047,0.0000053168,0.0000052549,0.0000080416,0.0000095750,0.0000097362,0.0000098464,0.0008582840,0.0008856623,0.0008314585,0.0002803736,0.0002804302,0.0002806899,0.0008459762,0.0008478609,0.0003214476,0.0000013806,0.0000013779,165,804,0.04005333,0.010148,38295.000000,0,1186.814072,0.001776,0,0,0,0.0006,0.0007,0.0101,0.0018,0.0004,-0.0011,1,-791786270
343.496905,-0.341520,-0.344802,0.742162,0.128097,-0.061422,-0.702376,-0.002687,0.035156,-0.007922,0.017435,-0.001269,-0.018783,-0.204684,-0.302470,-0.010771,1.456586,0.135457,-9.699304,-0.005374,0.010217,0.002856,-0.001011,0.002713,-0.000249,0.0000312511,0.0000293187,0.0000294011,0.0000055065,0.0000057867,0.0000081722,0.0000053168,0.0000052549,0.0000080416,0.0000095750,0.0000097362,0.0000098464,0.0010292287,0.0010167178,0.0009497606,0.0002793266,0.0002793812,0.0002796397,0.0008449478,0.0008466395,0.0003199893,0.0000013805,0.0000013778,153,805,0.04536174,0.009290,38305.000000,0,1187.163078,0.001652,0,0,0,0.0005,0.0006,0.0093,0.0017,0.0004,-0.0013,2,535080054
343.597020,-0.345215,-0.344892,0.746550,0.127711,-0.061015,-0.702531,-0.015760,0.034610,0.008437,0.017470,-0.001292,-0.018772,-0.204156,-0.301960,-0.011948,1.456540,0.135466,-9.699310,-0.003695,-0.000090,0.004388,-0.000494,0.000233,-0.000159,0.0000230972,0.0000221466,0.0000221716,0.0000054085,0.0000055263,0.0000081193,0.0000053164,0.0000052549,0.0000080410,0.0000095749,0.0000097362,0.0000098464,0.0009020896,0.0009054589,0.0008381666,0.0002793261,0.0002793801,0.0002796395,0.0008444453,0.0008461574,0.0003194501,0.0000013805,0.0000013777,161,805,0.04038470,0.010175,38321.000000,0,1187.213517,0.001587,0,0,0,0.0000,0.0002,0.0102,0.0016,0.0003,-0.0013,2,-1623522694
343.695962,-0.346748,-0.345244,0.748863,0.127508,-0.060908,-0.702620,-0.021034,0.033206,0.017182,0.017487,-0.001298,-0.018766,-0.204010,-0.301698,-0.012579,1.456523,0.135460,-9.699313,-0.001533,-0.000352,0.002313,-0.000225,0.000025,-0.000085,0.0000195018,0.0000187522,0.0000189566,0.0000053762,0.0000054414,0.0000080983,0.0000053163,0.0000052548,0.0000080408,0.0000095749,0.0000097362,0.0000098464,0.0008464021,0.0008528013,0.0007886489,0.0002793260,0.0002793797,0.0002796395,0.0008442124,0.0008459408,0.0003192113,0.0000013805,0.0000013777,161,805,0.03956510,0.009454,38314.000000,0,1187.262775,0.001714,0,0,0,0.0000,0.0002,0.0095,0.0019,0.0003,-0.0013,2,2078296860
343.795841,-0.353674,-0.333658,0.759121,0.122849,-0.065003,-0.705446,-0.043378,0.032757,0.002743,0.017518,-0.001258,-0.018742,-0.203790,-0.302037,-0.013632,1.456548,0.135485,-9.699309,-0.006927,0.011586,0.010258,-0.002940,-0.005510,-0.002394,0.0000345390,0.0000342937,0.0000365853,0.0000055947,0.0000058090,0.0000082180,0.0000053162,0.0000052548,0.0000080408,0.0000095749,0.0000097362,0.0000098464,0.0088284951,0.0088388526,0.0088456631,0.0002872387,0.0002872927,0.0002875521,0.0008498983,0.0008516887,0.0003246899,0.0000013802,0.0000013774,157,808,0.04429163,0.009860,38313.000000,0,1187.313830,0.001693,0,0,0,0.0005,0.0006,0.0099,0.0017,0.0003,-0.0013,1,-1964261668
343.896968,-0.353998,-0.341733,0.742184,0.125019,-0.064130,-0.704502,-0.037526,-0.052039,-0.124520,0.017413,-0.001370,-0.018781,-0.205109,-0.301112,-0.011541,1.456515,0.135357,-9.699316,-0.000324,-0.008075,-0.016937,0.001713,0.001593,0.000798,0.0000349605,0.0000373926,0.0000353087,0.0000055301,0.0000056283,0.0000083134,0.0000053162,0.0000052548,0.0000080407,0.0000095749,0.0000097362,0.0000098464,0.0035791880,0.0037944422,0.0036061250,0.0002865106,0.0002865648,0.0002868212,0.0008489034,0.0008509430,0.0003235380,0.0000013801,0.0000013773,151,785,0.04353048,0.009564,38332.000000,0,1187.413353,0.001599,0,0,0,0.0005,0.0006,0.0096,0.0016,0.0004,-0.0014,1,405571772
343.996913,-0.356928,-0.348694,0.737021,0.125086,-0.064572,-0.704535,-0.065677,-0.106205,-0.165441,0.017395,-0.001356,-0.018781,-0.205343,-0.300166,-0.011027,1.456447,0.135301,-9.699327,-0.002929,-0.006961,-0.005163,0.000211,-0.000386,-0.000013,0.0000241040,0.0000248331,0.0000234868,0.0000054181,0.0000054530,0.0000081611,0.0000053161,0.0000052546,0.0000080402,0.0000095749,0.0000097362,0.0000098464,0.0029886910,0.0030877353,0.0029776646,0.0002865104,0.0002865644,0.0002868209,0.0008486862,0.0008508007,0.0003233312,0.0000013801,0.0000013773,150,785,0.04134041,0.010289,38338.000000,0,1187.463598,0.001647,0,0,0,0.0000,0.0001,0.0103,0.0017,0.0006,-0.0014,1,-1443249700
344.095853,-0.357753,-0.363840,0.725072,0.126968,-0.064522,-0.704836,-0.026370,-0.084829,-0.063107,0.017426,-0.001424,-0.018784,-0.205684,-0.301123,-0.012033,1.456539,0.135306,-9.699313,-0.000826,-0.015147,-0.011949,0.001707,0.000659,-0.000388,0.0000357412,0.0000385504,0.0000417635,0.0000056294,0.0000058092,0.0000082027,0.0000053161,0.0000052546,0.0000080402,0.0000095748,0.0000097361,0.0000098464,0.0032374628,0.0033051361,0.0033543617,0.0002886334,0.0002886873,0.0002889432,0.0008514323,0.0008535646,0.0003261467,0.0000013801,0.0000013773,162,806,0.04488837,0.009710,38336.000000,0,1187.513661,0.003220,0,0,0,0.0006,0.0007,0.0097,0.0033,0.0003,-0.0014,1,1670871495
344.197008,-0.363763,-0.357137,0.740600,0.125668,-0.063441,-0.704302,-0.035548,-0.003209,0.050752,0.017468,-0.001438,-0.018823,-0.204937,-0.302621,-0.013864,1.456636,0.135410,-9.699297,-0.006010,0.006704,0.015529,-0.001551,0.000590,0.000533,0.0000350291,0.0000336391,0.0000338473,0.0000055813,0.0000057796,0.0000082048,0.0000053161,0.0000052546,0.0000080402,0.0000095748,0.0000097361,0.0000098463,0.0022275311,0.0022311711,0.0021687691,0.0002882598,0.0002883137,0.0002885669,0.0008517194,0.0008537289,0.0003263776,0.0000013800,0.0000013772,162,804,0.04265217,0.010003,38346.000000,0,1187.713835,0.001361,0,0,0,0.0005,0.0006,0.0100,0.0014,0.0022,-0.0014,1,-1192570240
344.297043,-0.367370,-0.355002,0.740045,0.125374,-0.063894,-0.704740,-0.056279,0.007253,0.045383,0.017475,-0.001416,-0.018808,-0.204606,-0.302496,-0.013775,1.456616,0.135433,-9.699299,-0.003607,0.002134,-0.000555,-0.000124,-0.000543,-0.000400,0.0000246875,0.0000232748,0.0000225114,0.0000054418,0.0000055223,0.0000081318,0.0000053161,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0019192351,0.0019387282,0.0018646242,0.0002882596,0.0002883133,0.0002885668,0.0008516217,0.0008536436,0.0003262962,0.0000013800,0.0000013772,163,804,0.03843267,0.010016,38363.000000,0,1187.763365,0.001645,0,0,0,0.0000,0.0002,0.0100,0.0017,0.0003,-0.0014,3,-1647490764
344.396369,-0.358275,-0.346814,0.753021,0.125966,-0.065255,-0.703992,0.020355,0.037063,0.069486,0.017398,-0.001385,-0.018838,-0.205860,-0.304965,-0.014196,1.456848,0.135429,-9.699265,0.009095,0.008189,0.012976,0.001016,-0.000999,0.000791,0.0000352142,0.0000342577,0.0000372969,0.0000055486,0.0000057914,0.0000081846,0.0000053160,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0024932513,0.0024997046,0.0025180455,0.0002895637,0.0002896171,0.0002898686,0.0008529369,0.0008548124,0.0003275553,0.0000013799,0.0000013771,160,782,0.03928773,0.009442,38375.000000,0,1187.813287,0.001770,0,0,0,0.0005,0.0006,0.0094,0.0018,0.0003,-0.0014,2,-272008536
344.496983,-0.357160,-0.334855,0.750758,0.125816,-0.065942,-0.705953,0.010595,0.074152,0.021586,0.017372,-0.001396,-0.018740,-0.204984,-0.305553,-0.012852,1.456850,0.135525,-9.699263,0.001115,0.011959,-0.002264,0.000062,-0.000813,-0.001912,0.0000303281,0.0000315963,0.0000348258,0.0000056087,0.0000057284,0.0000081883,0.0000053160,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0016396817,0.0017041387,0.0016827277,0.0002883324,0.0002883869,0.0002886352,0.0008524220,0.0008542664,0.0003269996,0.0000013798,0.0000013771,171,813,0.04502218,0.009719,38395.000000,0,1187.913536,0.001602,0,0,0,0.0005,0.0006,0.0097,0.0016,0.0004,-0.0014,1,527979428
344.596821,-0.358700,-0.344997,0.754737,0.124593,-0.064632,-0.702691,-0.005018,-0.014640,0.025732,0.017485,-0.001437,-0.018949,-0.206408,-0.303062,-0.013334,1.456723,0.135321,-9.699285,-0.001539,-0.010143,0.003979,-0.001511,0.001010,0.003238,0.0000302453,0.0000304074,0.0000345737,0.0000054985,0.0000056319,0.0000082265,0.0000053160,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0012525726,0.0012614796,0.0012779987,0.0002869884,0.0002870421,0.0002872881,0.0008518362,0.0008536842,0.0003263941,0.0000013798,0.0000013770,160,812,0.05023550,0.012475,38411.000000,0,1187.966282,0.001351,0,0,0,0.0005,0.0006,0.0125,0.0014,0.0003,-0.0014,1,-1620750107
344.695514,-0.358078,-0.359580,0.747367,0.125244,-0.065065,-0.703353,-0.015459,-0.071987,-0.025107,0.017382,-0.001457,-0.018889,-0.207918,-0.300773,-0.011707,1.456601,0.135128,-9.699306,0.000622,-0.014582,-0.007370,0.000733,-0.000223,-0.000666,0.0000287253,0.0000293665,0.0000317572,0.0000055394,0.0000056409,0.0000082372,0.0000053160,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0009946858,0.0010235215,0.0009990351,0.0002851163,0.0002851695,0.0002854116,0.0008509356,0.0008526820,0.0003254060,0.0000013797,0.0000013769,169,822,0.04307603,0.011353,38395.000000,0,1188.065186,0.002534,0,0,0,0.0005,0.0006,0.0114,0.0026,0.0004,-0.0015,1,789972849
344.797067,-0.352541,-0.365605,0.746510,0.125794,-0.065642,-0.704857,0.006000,-0.064274,-0.028119,0.017408,-0.001501,-0.018822,-0.209041,-0.302394,-0.012183,1.456764,0.135104,-9.699282,0.005537,-0.006025,-0.000857,0.000675,-0.000446,-0.001493,0.0000307726,0.0000272768,0.0000310028,0.0000055057,0.0000057225,0.0000082030,0.0000053160,0.0000052545,0.0000080401,0.0000095748,0.0000097361,0.0000098463,0.0012213537,0.0011795715,0.0011756459,0.0002844032,0.0002844565,0.0002846988,0.0008501486,0.0008517725,0.0003245197,0.0000013796,0.0000013768,166,787,0.04049614,0.018732,38405.000000,0,1188.426462,0.002156,0,0,0,0.0009,0.0012,0.0187,0.0022,0.0004,-0.0015,11,-499033334
344.900434,-0.349337,-0.363318,0.746185,0.126257,-0.065709,-0.704698,0.019952,-0.054172,-0.027951,0.017428,-0.001516,-0.018824,-0.209356,-0.303366,-0.012117,1.456851,0.135122,-9.699268,0.003204,0.002286,-0.000325,0.000451,0.000105,0.000140,0.0000232011,0.0000201708,0.0000233893,0.0000054163,0.0000054997,0.0000081212,0.0000053160,0.0000052544,0.0000080400,0.0000095748,0.0000097361,0.0000098463,0.0010963389,0.0010616712,0.0010604020,0.0002844025,0.0002844558,0.0002846986,0.0008497433,0.0008514185,0.0003241321,0.0000013795,0.0000013767,168,787,0.03654842,0.013222,38403.000000,0,1188.466663,0.003186,0,0,0,0.0000,0.0002,0.0132,0.0033,0.0006,-0.0015,11,1186036446
344.995816,-0.347489,-0.362947,0.746836,0.126349,-0.065848,-0.704647,0.028174,-0.052103,-0.024612,0.017441,-0.001523,-0.018825,-0.209667,-0.303790,-0.012279,1.456897,0.135116,-9.699262,0.001848,0.000371,0.000651,0.000132,-0.000093,0.000055,0.0000195317,0.0000171363,0.0000197206,0.0000053825,0.0000054199,0.0000080964,0.0000053160,0.0000052544,0.0000080400,0.0000095748,0.0000097361,0.0000098463,0.0010363783,0.0010114630,0.0010053120,0.0002844022,0.0002844556,0.0002846985,0.0008495553,0.0008512645,0.0003239461,0.0000013795,0.0000013767,173,787,0.03717195,0.014806,38404.000000,0,1188.518304,0.001663,0,0,0,0.0000,0.0001,0.0148,0.0017,0.0003,-0.0015,11,-1727204645
345.096859,-0.340370,-0.372765,0.730881,0.126490,-0.067885,-0.704333,-0.006937,-0.029299,-0.090621,0.017452,-0.001439,-0.018837,-0.208871,-0.304289,-0.010822,1.456894,0.135201,-9.699261,0.007119,-0.009817,-0.015955,0.000826,-0.001798,0.000414,0.0000392897,0.0000345097,0.0000381148,0.0000056006,0.0000058396,0.0000082064,0.0000053159,0.0000052543,0.0000080400,0.0000095748,0.0000097361,0.0000098463,0.0069644516,0.0068919924,0.0069486466,0.0002910721,0.0002911286,0.0002913859,0.0008542867,0.0008559467,0.0003283576,0.0000013793,0.0000013765,158,775,0.04043084,0.009320,38380.000000,0,1188.563187,0.002374,0,0,0,0.0005,0.0007,0.0093,0.0024,0.0003,-0.0014,5,-1693019324
345.196924,-0.358364,-0.346006,0.732956,0.125769,-0.066020,-0.706261,-0.100932,0.169071,-0.031862,0.017553,-0.001366,-0.018752,-0.205110,-0.305701,-0.012003,1.456860,0.135527,-9.699261,-0.017994,0.026758,0.002075,-0.001329,0.001336,-0.001986,0.0000333680,0.0000322838,0.0000367436,0.0000055130,0.0000056767,0.0000081671,0.0000053159,0.0000052543,0.0000080400,0.0000095748,0.0000097360,0.0000098463,0.0030942858,0.0030637531,0.0032352475,0.0002900878,0.0002901445,0.0002903976,0.0008534731,0.0008554506,0.0003276142,0.0000013792,0.0000013764,173,793,0.04651697,0.010845,38370.000000,0,1188.714694,0.001989,0,0,0,0.0005,0.0007,0.0108,0.0020,0.0003,-0.0014,1,1450116107
345.297394,-0.363647,-0.345054,0.739673,0.125287,-0.065074,-0.706177,-0.132048,0.174410,0.011261,0.017581,-0.001379,-0.018758,-0.204341,-0.305609,-0.012823,1.456810,0.135568,-9.699268,-0.005283,0.000952,0.006716,-0.000762,0.000710,0.000056,0.0000228027,0.0000224131,0.0000260511,0.0000054193,0.0000054722,0.0000081069,0.0000053158,0.0000052541,0.0000080399,0.0000095747,0.0000097360,0.0000098463,0.0026394854,0.0025802802,0.0027560490,0.0002900876,0.0002901440,0.0002903975,0.0008532927,0.0008553481,0.0003274514,0.0000013792,0.0000013764,175,793,0.04145514,0.011011,38378.000000,0,1188.764353,0.001836,0,0,0,0.0000,0.0002,0.0110,0.0019,0.0003,-0.0014,1,1810774161
345.396853,-0.376666,-0.318959,0.736510,0.126336,-0.064518,-0.704927,-0.070894,0.123913,-0.014198,0.017570,-0.001440,-0.018776,-0.205314,-0.305724,-0.012517,1.456852,0.135503,-9.699263,-0.013019,0.026095,-0.003163,0.000796,0.000947,0.001169,0.0000373857,0.0000352832,0.0000371956,0.0000055402,0.0000057207,0.0000082043,0.0000053158,0.0000052541,0.0000080399,0.0000095747,0.0000097360,0.0000098463,0.0026079371,0.0025771100,0.0025766605,0.0002915167,0.0002915733,0.0002918258,0.0008554629,0.0008575125,0.0003295745,0.0000013792,0.0000013764,164,841,0.03877567,0.010767,38385.000000,0,1188.964562,0.001755,0,0,0,0.0005,0.0006,0.0108,0.0018,0.0003,-0.0014,1,567390337
345.496770,-0.374907,-0.320431,0.735558,0.126287,-0.064525,-0.704933,-0.063243,0.117377,-0.018039,0.017570,-0.001445,-0.018777,-0.205449,-0.305689,-0.012463,1.456856,0.135490,-9.699263,0.001759,-0.001472,-0.000952,-0.000043,-0.000023,-0.000003,0.0000250040,0.0000238131,0.0000247226,0.0000054289,0.0000055010,0.0000081291,0.0000053158,0.0000052540,0.0000080398,0.0000095747,0.0000097360,0.0000098463,0.0023583441,0.0023443087,0.0023402462,0.0002915166,0.0002915732,0.0002918257,0.0008554074,0.0008574686,0.0003295260,0.0000013792,0.0000013764,162,841,0.03623760,0.010308,38376.000000,0,1189.013630,0.001694,0,0,0,0.0000,0.0001,0.0103,0.0017,0.0004,-0.0014,1,-32008259
345.595401,-0.373661,-0.322275,0.735649,0.126227,-0.064572,-0.704922,-0.057680,0.109183,-0.017420,0.017570,-0.001449,-0.018777,-0.205573,-0.305640,-0.012474,1.456858,0.135478,-9.699262,0.001246,-0.001844,0.000091,-0.000038,-0.000063,0.000016,0.0000201474,0.0000193845,0.0000200515,0.0000053895,0.0000054220,0.0000081031,0.0000053157,0.0000052540,0.0000080397,0.0000095747,0.0000097360,0.0000098463,0.0022607709,0.0022545182,0.0022519859,0.0002915165,0.0002915731,0.0002918257,0.0008553859,0.0008574522,0.0003295078,0.0000013792,0.0000013764,165,841,0.03623652,0.011645,38386.000000,0,1189.064976,0.001934,0,0,0,0.0000,0.0002,0.0116,0.0020,0.0004,-0.0014,1,-962685247
